,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,0.0072095394134521484,0.00017648689530157838,0.0041080951690673825,4.20535771683033e-05,0.001,0.0,3,auto,poly,"{'C': 0.001, 'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
11,0.005389213562011719,5.9904109168864745e-05,0.00399322509765625,1.2193799297977115e-05,0.001,0.0,3,scale,poly,"{'C': 0.001, 'coef0': 0, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.8662947937795807,0.6645608628659476,0.7270236279103556,0.8288961038961039,0.6283381712626995,0.7430227119429376,0.09179871668752383,433
12,0.0072495460510253905,9.000285887547006e-05,0.004107522964477539,3.213946118275907e-05,0.001,0.0,4,0.01,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 0.01, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
13,0.007377052307128906,0.00015973920964002997,0.004185962677001953,4.345512017591322e-05,0.001,0.0,4,0.1,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
14,0.006180572509765625,0.0004395294299123187,0.004808378219604492,0.0005320881265500919,0.001,0.0,4,1,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",0.9215284474445516,0.5923032407407407,0.5376456876456877,0.47027168234064787,0.39016810155694426,0.5823834319457144,0.18255683364106873,451
15,0.005652189254760742,0.0005358499016564325,0.005615043640136719,0.0013316744135850904,0.001,0.0,4,10,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 10, 'kernel': 'poly'}",0.967984934086629,0.8564586754241927,0.8135989691743483,0.9678362573099415,0.9006493506493506,0.9013056373288924,0.06095341229861987,10
16,0.008817148208618165,0.0009485200284105367,0.005660200119018554,0.0015031581857378178,0.001,0.0,4,auto,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
17,0.005112171173095703,0.0004547849988848153,0.004319572448730468,0.000295834346061988,0.001,0.0,4,scale,poly,"{'C': 0.001, 'coef0': 0, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.945746876074745,0.6832960755091902,0.8251357560568087,0.9111517719568567,0.7635318704284221,0.8257724700052046,0.09576774398763262,360
18,0.007900524139404296,0.0002526058246042335,0.004589891433715821,0.00010233258706786205,0.001,0.0,5,0.01,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 0.01, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
19,0.00797133445739746,0.0002305743798093168,0.004451560974121094,0.00015935248619110056,0.001,0.0,5,0.1,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
20,0.005902767181396484,0.0006741417601895615,0.004485177993774414,0.00014502078525004252,0.001,0.0,5,1,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 1, 'kernel': 'poly'}",0.7524951060620648,0.6448798328108672,0.5724513489606369,0.6467207792207792,0.6783198562443845,0.6589733846597465,0.05823300703571147,444
21,0.007359123229980469,0.001689392575727376,0.004153633117675781,9.448460608275328e-05,0.001,0.0,5,10,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 10, 'kernel': 'poly'}",0.9593434343434344,0.6951928696668614,0.8845029239766081,0.8672615446662633,0.7280701754385964,0.8268741896183528,0.0996017203784497,359
22,0.007933712005615235,0.00018276220919616538,0.004710006713867188,9.445449643745642e-05,0.001,0.0,5,auto,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
23,0.007471466064453125,0.0019347165765791659,0.005812644958496094,0.0007847021692434956,0.001,0.0,5,scale,poly,"{'C': 0.001, 'coef0': 0, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly'}",0.9235539746365604,0.789032006245121,0.8455434136187927,0.9287280701754386,0.8547824302134647,0.8683279789778755,0.05232313296187855,192
24,0.011895465850830077,0.002979677775875569,0.006652736663818359,0.0013257961738972891,0.001,0.1,2,0.01,poly,"{'C': 0.001, 'coef0': 0.1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
25,0.007915782928466796,0.00038389796247126123,0.004630231857299804,0.0002534145054552984,0.001,0.1,2,0.1,poly,"{'C': 0.001, 'coef0': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
26,0.007868337631225585,0.0003699606292687466,0.004426193237304687,7.492072349164452e-05,0.001,0.1,2,1,poly,"{'C': 0.001, 'coef0': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
27,0.004719829559326172,0.00014093894849102954,0.01255488395690918,0.014447586098295953,0.001,0.1,2,10,poly,"{'C': 0.001, 'coef0': 0.1, 'degree': 2, 'gamma': 10, 'kernel': 'poly'}",0.9637761798778748,0.8176452784503632,0.8561507936507936,0.9355130249867092,0.8487886382623224,0.8843747830456128,0.0555616696458342,65
28,0.007614040374755859,0.00018954373605350203,0.004601049423217774,0.0002976539383814167,0.001,0.1,2,auto,poly,"{'C': 0.001, 'coef0': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.15263157894736842,0.15425531914893617,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.07876868396708701,0.060973852427351274,489
